race,discuss_politics,ideology,party,church_goer,age,gender,political_interest,patriotism,state,ground_truth
white,No,,a strong democrat,attend church,63,woman,not very,extremely good,Pennsylvania,Non-voter
white,,slightly conservative,a strong democrat,attend church,61,woman,,,Massachusetts,Non-voter
,,,,,,,,,Connecticut,Non-voter
,Yes,moderate,a strong democrat,attend church,35,woman,somewhat,neither good nor bad,Louisiana,Clinton
hispanic,Yes,conservative,a strong democrat,attend church,,,somewhat,extremely good,Texas,Clinton
white,No,moderate,an independent,do not attend church,19,woman,somewhat,neither good nor bad,Ohio,Non-voter
white,Yes,extremely liberal,a strong democrat,do not attend church,47,man,very,moderately good,New York,Clinton
white,Yes,liberal,a strong democrat,do not attend church,51,man,somewhat,neither good nor bad,New York,Clinton
white,Yes,conservative,a strong Republican,attend church,25,woman,not at all,moderately good,Tennessee,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,46,woman,very,neither good nor bad,Idaho,Clinton
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,19,man,somewhat,moderately good,Florida,Non-voter
white,Yes,slightly liberal,a weak Democrat,attend church,58,man,somewhat,neither good nor bad,New Jersey,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,27,woman,not very,moderately good,Montana,Trump
white,Yes,moderate,a weak Republican,attend church,63,man,very,moderately good,Pennsylvania,Trump
white,Yes,extremely liberal,a weak Democrat,do not attend church,29,man,somewhat,neither good nor bad,New York,Clinton
white,Yes,moderate,an independent who leans Democratic,attend church,31,man,somewhat,moderately good,Ohio,Clinton
hispanic,,liberal,a strong democrat,do not attend church,18,man,,,South Carolina,Non-voter
black,Yes,moderate,an independent,do not attend church,60,man,somewhat,moderately good,New York,Clinton
white,Yes,moderate,a weak Republican,attend church,34,man,not at all,extremely good,Texas,Trump
white,,conservative,a weak Republican,attend church,90,man,,,Louisiana,Non-voter
white,Yes,slightly conservative,an independent,attend church,61,woman,not very,extremely good,Alabama,Trump
white,Yes,conservative,a strong Republican,do not attend church,80,man,somewhat,extremely good,Ohio,Trump
white,Yes,moderate,an independent who leans Democratic,do not attend church,22,woman,very,neither good nor bad,Ohio,Trump
white,Yes,extremely conservative,a strong Republican,attend church,75,woman,very,extremely good,California,Trump
black,Yes,moderate,a strong democrat,do not attend church,52,man,very,neither good nor bad,California,Clinton
black,Yes,moderate,a strong democrat,attend church,22,man,somewhat,a little bad,Georgia,Clinton
asian,No,moderate,an independent,do not attend church,64,woman,not very,extremely good,Florida,Non-voter
,Yes,slightly conservative,an independent who leans Republican,attend church,39,woman,very,neither good nor bad,North Carolina,Non-voter
white,Yes,,a weak Republican,do not attend church,45,woman,not at all,moderately good,California,Non-voter
white,Yes,liberal,an independent who leans Democratic,do not attend church,58,woman,very,neither good nor bad,Oregon,Clinton
white,,moderate,a weak Republican,attend church,39,man,,,Colorado,Non-voter
white,Yes,conservative,a strong Republican,attend church,57,woman,somewhat,extremely good,Florida,Trump
black,Yes,liberal,an independent who leans Democratic,attend church,26,man,somewhat,moderately good,Pennsylvania,Non-voter
white,Yes,slightly liberal,an independent who leans Democratic,attend church,35,woman,somewhat,a little good,Missouri,Clinton
white,Yes,slightly conservative,a weak Democrat,do not attend church,44,man,very,extremely good,Florida,Trump
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,49,woman,somewhat,extremely good,Texas,Trump
hispanic,Yes,conservative,a strong Republican,attend church,38,man,not very,extremely good,Florida,Trump
black,Yes,moderate,a strong democrat,do not attend church,63,man,somewhat,neither good nor bad,Maryland,Clinton
black,Yes,slightly conservative,a weak Democrat,attend church,46,man,not very,extremely good,Michigan,Non-voter
white,Yes,moderate,an independent who leans Republican,do not attend church,57,man,somewhat,extremely good,North Carolina,Trump
white,Yes,liberal,a strong democrat,do not attend church,26,woman,not very,a little good,Delaware,Clinton
white,Yes,moderate,an independent,attend church,70,woman,somewhat,a little good,Michigan,Clinton
white,Yes,moderate,an independent who leans Republican,attend church,33,woman,somewhat,moderately good,Wisconsin,Non-voter
white,,,a strong Republican,do not attend church,84,woman,,,Michigan,Non-voter
black,No,,an independent,attend church,24,woman,very,neither good nor bad,Missouri,Clinton
white,Yes,slightly liberal,a weak Democrat,do not attend church,24,man,very,neither good nor bad,California,Clinton
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,33,man,very,moderately good,Florida,Clinton
white,,moderate,an independent who leans Democratic,attend church,60,man,,,Georgia,Non-voter
white,Yes,slightly conservative,an independent who leans Republican,attend church,81,man,very,extremely good,Georgia,Trump
,,extremely liberal,an independent who leans Democratic,do not attend church,27,man,,,New York,Non-voter
white,Yes,moderate,a weak Democrat,attend church,21,woman,not very,extremely good,Pennsylvania,Non-voter
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,33,man,somewhat,extremely good,Michigan,Clinton
white,Yes,,an independent,attend church,41,man,not at all,extremely good,Wisconsin,Trump
black,Yes,liberal,a strong democrat,attend church,47,woman,very,neither good nor bad,South Carolina,Clinton
white,Yes,liberal,a strong democrat,do not attend church,73,man,somewhat,neither good nor bad,Pennsylvania,Clinton
black,Yes,moderate,a strong democrat,do not attend church,28,man,very,extremely good,Rhode Island,Clinton
white,Yes,extremely conservative,a strong Republican,attend church,73,man,somewhat,extremely good,Virginia,Trump
white,,moderate,a weak Democrat,do not attend church,43,man,,,Michigan,Non-voter
asian,Yes,,a weak Democrat,attend church,29,man,not very,extremely good,Illinois,Clinton
white,Yes,extremely conservative,a weak Republican,attend church,29,man,somewhat,extremely good,North Carolina,Trump
white,Yes,liberal,a strong democrat,do not attend church,72,woman,very,moderately good,South Carolina,Clinton
white,Yes,slightly conservative,an independent who leans Republican,attend church,74,man,somewhat,extremely good,South Carolina,Trump
white,Yes,conservative,a strong Republican,do not attend church,22,woman,somewhat,extremely good,New York,Non-voter
black,,moderate,an independent who leans Democratic,do not attend church,62,man,,,North Carolina,Non-voter
white,,moderate,a weak Democrat,attend church,79,man,,,Colorado,Non-voter
white,,moderate,an independent who leans Democratic,attend church,40,man,,,Minnesota,Non-voter
black,Yes,liberal,a weak Democrat,do not attend church,58,man,very,neither good nor bad,Pennsylvania,Clinton
white,Yes,,a weak Democrat,attend church,59,woman,somewhat,moderately good,Minnesota,Trump
white,No,conservative,a weak Republican,attend church,39,woman,not very,extremely good,California,Non-voter
white,Yes,conservative,a strong Republican,attend church,47,man,somewhat,moderately good,Pennsylvania,Trump
white,No,moderate,a weak Democrat,attend church,56,woman,somewhat,extremely good,New York,Clinton
white,Yes,conservative,a strong Republican,attend church,31,woman,not very,extremely good,Ohio,Trump
white,No,slightly liberal,a weak Democrat,do not attend church,24,woman,not at all,neither good nor bad,Washington,Trump
hispanic,,,a strong Republican,attend church,33,woman,,,Massachusetts,Non-voter
white,Yes,slightly liberal,a strong democrat,do not attend church,69,woman,very,moderately good,Illinois,Clinton
white,Yes,conservative,an independent who leans Republican,attend church,57,woman,somewhat,moderately good,Indiana,Clinton
white,Yes,conservative,a weak Republican,attend church,72,man,somewhat,extremely good,Georgia,Trump
white,Yes,conservative,a strong Republican,do not attend church,29,man,somewhat,extremely good,Ohio,Trump
white,Yes,extremely conservative,a strong Republican,attend church,,woman,very,extremely good,Tennessee,Trump
white,Yes,,an independent,attend church,77,woman,somewhat,extremely good,California,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,39,woman,very,moderately good,Michigan,Clinton
white,Yes,moderate,an independent,do not attend church,59,woman,somewhat,extremely good,New York,Non-voter
black,Yes,liberal,a strong democrat,attend church,72,woman,very,neither good nor bad,Mississippi,Clinton
hispanic,No,,a strong democrat,attend church,35,woman,somewhat,extremely good,Massachusetts,Clinton
white,Yes,,an independent who leans Republican,attend church,64,man,somewhat,moderately good,Utah,Trump
white,Yes,liberal,a strong democrat,attend church,60,woman,very,neither good nor bad,Wisconsin,Clinton
hispanic,Yes,conservative,a strong Republican,attend church,24,woman,somewhat,extremely good,Texas,Non-voter
white,Yes,liberal,a strong democrat,do not attend church,58,woman,very,moderately good,Ohio,Clinton
white,Yes,liberal,a weak Democrat,attend church,35,woman,somewhat,extremely good,Wisconsin,Clinton
hispanic,Yes,slightly conservative,an independent who leans Republican,attend church,68,man,somewhat,extremely good,Florida,Clinton
black,Yes,extremely liberal,a strong democrat,do not attend church,32,woman,somewhat,neither good nor bad,Florida,Clinton
white,Yes,extremely liberal,a strong democrat,do not attend church,34,man,very,neither good nor bad,Texas,Clinton
white,Yes,slightly liberal,an independent who leans Democratic,do not attend church,65,man,not very,moderately good,Florida,Non-voter
white,Yes,moderate,an independent who leans Republican,attend church,35,woman,somewhat,extremely good,Michigan,Trump
white,Yes,extremely liberal,a strong Republican,do not attend church,41,man,very,extremely good,Montana,Trump
white,,conservative,a strong Republican,attend church,60,woman,,,California,Non-voter
white,Yes,,an independent,attend church,,woman,somewhat,extremely good,Tennessee,Trump
white,No,,a weak Democrat,do not attend church,41,woman,not very,neither good nor bad,Mississippi,Non-voter
hispanic,,,a weak Democrat,attend church,,woman,,,Texas,Non-voter
white,Yes,liberal,a strong democrat,attend church,57,man,somewhat,neither good nor bad,Illinois,Clinton
hispanic,Yes,moderate,a strong democrat,attend church,37,woman,somewhat,moderately good,Texas,Non-voter
white,Yes,slightly liberal,an independent,attend church,46,man,somewhat,neither good nor bad,Colorado,Non-voter
white,Yes,slightly conservative,a weak Democrat,do not attend church,60,woman,not very,moderately good,Washington,Clinton
white,No,moderate,an independent who leans Republican,do not attend church,51,man,somewhat,extremely good,Florida,Trump
white,Yes,conservative,an independent who leans Republican,do not attend church,61,woman,somewhat,moderately good,Maine,Trump
white,Yes,slightly conservative,an independent who leans Democratic,attend church,65,man,somewhat,extremely good,Utah,Clinton
white,Yes,slightly liberal,a weak Republican,attend church,66,man,very,moderately good,Illinois,Trump
white,Yes,slightly conservative,an independent who leans Republican,attend church,51,man,somewhat,extremely good,Texas,Trump
white,Yes,,an independent,do not attend church,50,man,not very,extremely good,Pennsylvania,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,40,woman,somewhat,neither good nor bad,Ohio,Clinton
white,Yes,slightly liberal,a strong democrat,attend church,40,woman,very,extremely good,North Carolina,Clinton
white,No,,a weak Republican,attend church,24,woman,somewhat,extremely good,North Carolina,Non-voter
white,Yes,conservative,a strong Republican,attend church,43,woman,not at all,moderately good,California,Non-voter
white,Yes,moderate,a weak Republican,attend church,70,woman,very,extremely good,Maryland,Clinton
white,Yes,conservative,an independent who leans Republican,do not attend church,73,woman,not very,extremely good,Texas,Trump
